term_months,interest_rate,loan_amount,sba_guarantee_pct,business_age_mature,loan_size_bucket_micro,naics_sector_62,loan_size_bucket_large,borr_state_FL,business_age_startup,borr_state_TX,jobs_supported,business_age_established,loan_size_bucket_small,borr_state_CA,loan_size_bucket_medium,business_age_new,naics_sector_48,borr_state_WI,borr_state_NJ,borr_state_NY,naics_sector_71,naics_sector_52,borr_state_WA,naics_sector_45,borr_state_MN,predicted_prob,source,decision,requires_adverse_action,reason_codes
180,0.073,760000.0,0.7,0,0,0,0,0,0,0,45,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.049469699181137916,Claude,Approved,False,
120,0.075,130000.0,0.68,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.043412148566723915,Claude,Approved,False,
180,0.077,490000.0,0.72,0,0,1,0,0,0,0,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12838690325559673,Claude,Approved,False,
120,0.076,2500000.0,0.65,0,0,0,1,1,0,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024745038007243383,Claude,Approved,False,
60,0.105,18000.0,0.5,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13039366653551684,Claude,Approved,False,
72,0.098,32000.0,0.52,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6317335748625541,Claude,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.11,28000.0,0.5,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6123332983729294,Claude,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
72,0.102,2200000.0,0.55,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784287370081716,Claude,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.115,22000.0,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15948981092554207,Claude,Approved,False,
72,0.108,45000.0,0.52,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8107072587781692,Claude,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.112,3500000.0,0.5,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913203802432135,Claude,Approved,False,
72,0.099,15000.0,0.55,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9273853304422076,Claude,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.118,38000.0,0.5,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09849798479381541,Claude,Approved,False,
72,0.105,4200000.0,0.52,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6382450681877075,Claude,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.11,12000.0,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22502359681365003,Claude,Approved,False,
72,0.115,42000.0,0.55,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5532772929639519,Claude,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.108,2900000.0,0.5,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1869497789347825,Claude,Approved,False,
72,0.12,25000.0,0.5,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7420186583490953,Claude,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.118,35000.0,0.52,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2109808314528561,Claude,Approved,False,
240,0.062,500000.0,0.8,1,0,1,0,0,0,1,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11756179472501499,Copilot,Approved,False,
216,0.058,750000.0,0.82,1,0,0,0,0,0,0,60,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.7526132138905332,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
180,0.065,400000.0,0.78,1,0,0,0,1,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.12843065124945285,Copilot,Approved,False,
300,0.055,1500000.0,0.85,1,0,1,0,0,0,0,80,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0009845422164215113,Copilot,Approved,False,
210,0.06,600000.0,0.79,1,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8791654301098867,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
192,0.068,900000.0,0.77,1,0,0,0,0,0,0,70,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.6789056347641531,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
180,0.063,550000.0,0.81,1,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.13408034979748037,Copilot,Approved,False,
240,0.059,800000.0,0.83,1,0,1,0,0,0,0,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.11127985864334033,Copilot,Approved,False,
264,0.057,1200000.0,0.84,1,0,0,0,0,0,0,95,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9557398763953624,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
228,0.061,700000.0,0.8,1,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9426770268312029,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
252,0.056,1000000.0,0.82,1,0,0,0,1,0,0,88,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7222692589568788,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
204,0.067,450000.0,0.78,1,0,0,0,0,0,0,38,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.8633997561935565,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
216,0.064,650000.0,0.79,1,0,1,0,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8286200301459019,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
300,0.058,1800000.0,0.85,1,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.007915094025391055,Copilot,Approved,False,
192,0.06,520000.0,0.81,1,0,0,0,0,0,0,42,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.4554913534889025,Copilot,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
144,0.075,300000.0,0.72,0,0,0,0,0,0,1,28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4806884803454726,Copilot,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
120,0.082,90000.0,0.7,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.10540449243363444,Copilot,Approved,False,
180,0.078,260000.0,0.76,0,0,1,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2338957643118733,Copilot,Approved,False,
96,0.085,480000.0,0.68,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7583850671739125,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
168,0.073,150000.0,0.74,0,0,0,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4898504348801507,Copilot,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
132,0.077,80000.0,0.71,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.40580775953891385,Copilot,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
156,0.069,320000.0,0.75,0,0,0,0,0,0,0,26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6357085204863685,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
120,0.081,420000.0,0.7,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.11891986247138879,Copilot,Approved,False,
180,0.074,60000.0,0.73,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.25246279955226486,Copilot,Approved,False,
168,0.072,280000.0,0.76,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8846154715379796,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
144,0.079,360000.0,0.69,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6205542385510403,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
132,0.071,52000.0,0.74,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.48206583217024684,Copilot,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
180,0.068,340000.0,0.77,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.17012952836548353,Copilot,Approved,False,
120,0.083,1500000.0,0.65,0,0,0,0,0,1,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06280018880925564,Copilot,Approved,False,
84,0.095,40000.0,0.55,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.10628154333884629,Copilot,Approved,False,
72,0.11,30000.0,0.5,0,1,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8752730294602157,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.12,25000.0,0.52,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2790177041624069,Copilot,Approved,False,
84,0.098,2200000.0,0.54,0,0,0,1,0,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6564363770864438,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
96,0.105,2600000.0,0.53,0,0,0,1,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9007246959656311,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
72,0.115,4500000.0,0.5,0,0,0,1,0,1,0,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5847482690664983,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Employment Impact | Insufficient Loan Term Length
60,0.11,1800000.0,0.56,0,0,1,0,0,1,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7894813826151825,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
90,0.102,4800000.0,0.52,0,0,0,1,0,1,0,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8525462722097349,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Employment Impact | Insufficient Loan Term Length
84,0.108,15000.0,0.51,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5151135472220162,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
72,0.112,42000.0,0.53,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5061631553785252,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.118,3500000.0,0.55,0,0,0,1,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4074084967389754,Copilot,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Employment Impact | Insufficient Loan Term Length
96,0.099,2800000.0,0.57,0,0,0,1,0,1,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8113872180981868,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
66,0.107,520000.0,0.6,0,0,0,0,0,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9590518855262806,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
78,0.095,48000.0,0.58,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9435797341296959,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
90,0.101,2300000.0,0.59,0,0,0,1,0,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9435916648550284,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
72,0.109,3800000.0,0.55,0,0,0,1,0,1,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6974861293223342,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Employment Impact | Insufficient Loan Term Length
60,0.115,4200000.0,0.5,0,0,0,1,0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.12016578179260695,Copilot,Approved,False,
84,0.104,20000.0,0.52,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27155725790826984,Copilot,Approved,False,
66,0.097,150000.0,0.61,0,0,0,0,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9297674281844278,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
72,0.112,38000.0,0.55,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.584831726755508,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
66,0.105,2500000.0,0.58,0,0,0,1,0,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9367458227520729,Copilot,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
